Rettighetsnummer;Rettighetsnavn;Rettighetstype;Rettighetshaver;Organisasjonsnummer;Status;Mottatt;Godkjent;Mineral;Kommunenummer;Kommunenavn;Fylkesnummer;Fylkesnavn;Areal_m2;Årsavgift_nok;Årsavgift_arealgrunnlag;Årsavgift_kalenderår;Årsavgift_sats;Geometri
0199/2022;FENS BUKTA 2;UNDERSOEKELSESRETT;REE EXPLORATION AS;926114174;Godkjent;2022-03-07;2022-04-21;Niob,Thorium,Uran,Zirkonium;4018,4003;Nome,Skien;40;Telemark;10000000;30000;1000;5;30;POLYGON ((9.25497557320575 59.2305719768863,9.34247619507457 59.230371045951,9.34229615710797 59.2124335179641,9.25484156509775 59.2126350552569,9.25497557320575 59.2305719768863))
0200/2022;FENS BUKTA 3;UNDERSOEKELSESRETT;REE EXPLORATION AS;926114174;Godkjent;2022-03-07;2022-04-21;Niob,Thorium,Uran,Zirkonium;4018,4003;Nome,Skien;40;Telemark;5000000;15000;500;5;30;POLYGON ((9.33937344517331 59.2785892607366,9.38318657724981 59.2784684170375,9.38298595060915 59.2605306878397,9.33919591058366 59.2606518195537,9.33937344517331 59.2785892607366))
0201/2022;FENS BUKTA 4;UNDERSOEKELSESRETT;REE EXPLORATION AS;926114174;Godkjent;2022-03-07;2022-04-21;Niob,Thorium,Uran,Zirkonium;4018,4003;Nome,Skien;40;Telemark;8000000;24000;800;5;30;POLYGON ((9.33919591058366 59.2606518195537,9.40926022454058 59.2604505178135,9.40904503268834 59.2425125988842,9.33901762051947 59.2427143563697,9.33919591058366 59.2606518195537))
0168/2022;Lillefjell 1;UNDERSOEKELSESRETT;MJOLNER MINERALS (NORWAY) AS;928430499;Godkjent;2022-03-25;2022-04-19;Bly,Gull,Kobber,Nikkel,Platina;5043;Raarvihke - Røyrvik;50;Trøndelag - Trööndelage;10000000;30000;1000;5;30;POLYGON ((13.124461253771 64.6771621653486,13.176818013605 64.6778165568562,13.1792248641335 64.6419418773516,13.1269371252065 64.6412885399659,13.124461253771 64.6771621653486))
0169/2022;Lillefjell 2;UNDERSOEKELSESRETT;MJOLNER MINERALS (NORWAY) AS;928430499;Godkjent;2022-03-25;2022-04-19;Bly,Gull,Kobber,Nikkel,Platina;5044,5043;Namsskogan,Raarvihke - Røyrvik;50;Trøndelag - Trööndelage;10000000;30000;1000;5;30;POLYGON ((13.0721073408903 64.6764892583696,13.124461253771 64.6771621653486,13.1269371252065 64.6412885399659,13.074652221227 64.6406167168813,13.0721073408903 64.6764892583696))
0217/2022;Hessjø 1;UNDERSOEKELSESRETT;Capella Minerals Norway AS;922060843;Godkjent;2022-04-07;2022-04-26;Bly,Gull,Kobber,Sink,Sølv;5026,5025;Holtålen,Rosse - Røros;50;Trøndelag - Trööndelage;6250000;18750;625;5;30;POLYGON ((11.0911127514311 62.6892245855248,11.139899660724 62.6884888656871,11.1382808956208 62.6660726972976,11.0895309006127 62.6668081342694,11.0911127514311 62.6892245855248))
0215/2022;Rødalen 1;UNDERSOEKELSESRETT;Capella Minerals Norway AS;922060843;Godkjent;2022-04-07;2022-04-26;Bly,Gull,Kobber,Sink,Sølv;5025;Rosse - Røros;50;Trøndelag - Trööndelage;10000000;30000;1000;5;30;POLYGON ((11.262032979554 62.6781315131565,11.3595633004491 62.6765242311391,11.3581357771489 62.6585924602738,11.2606644549944 62.6601991865288,11.262032979554 62.6781315131565))
0216/2022;Rødalen 2;UNDERSOEKELSESRETT;Capella Minerals Norway AS;922060843;Godkjent;2022-04-07;2022-04-26;Bly,Gull,Kobber,Sink,Sølv;5026,5025;Holtålen,Rosse - Røros;50;Trøndelag - Trööndelage;10000000;30000;1000;5;30;POLYGON ((11.2654598061184 62.7229621581661,11.3045320810593 62.7223268819054,11.3010461076701 62.677496772187,11.2620329787055 62.6781315056615,11.2654598061184 62.7229621581661))
0233/2022;Mokk10B;UNDERSOEKELSESRETT;PURE MINERALS AS;928309231;Godkjent;2022-04-25;2022-05-25;Kobber;5006;Steinkjer;50;Trøndelag - Trööndelage;10000000;30000;1000;5;30;POLYGON ((12.0220138778972 64.0899352433766,12.1244376685512 64.0919959941087,12.1262875724055 64.0740707465166,12.0239294397419 64.0720116282248,12.0220138778972 64.0899352433766))
0234/2022;Mokk 11B;UNDERSOEKELSESRETT;PURE MINERALS AS;928309231;Godkjent;2022-04-25;2022-05-25;Kobber;5006;Steinkjer;50;Trøndelag - Trööndelage;10000000;30000;1000;5;30;POLYGON ((12.0239294397419 64.0720116282248,12.1262875724055 64.0740707465166,12.1281348188398 64.0561454253736,12.0258422502966 64.0540879374281,12.0239294397419 64.0720116282248))
0239/2022;Mokk 23B;UNDERSOEKELSESRETT;PURE MINERALS AS;928309231;Godkjent;2022-04-25;2022-05-25;Kobber;5006;Steinkjer;50;Trøndelag - Trööndelage;8575000;25740;858;5;30;POLYGON ((12.0664640095927 63.9561197078116,12.1174312178825 63.9571423477684,12.1205909867535 63.9264001168817,12.0696794535098 63.925378860525,12.0664640095927 63.9561197078116))
0240/2022;Mokk 25B;UNDERSOEKELSESRETT;PURE MINERALS AS;928309231;Godkjent;2022-04-25;2022-05-25;Kobber;5006,5038;Steinkjer,Verdal;50;Trøndelag - Trööndelage;9774000;29340;978;5;30;POLYGON ((12.1174312178825 63.9571423477684,12.154130167237 63.957867564872,12.1590653636812 63.9091981824949,12.1224298432162 63.9084745178206,12.1174312178825 63.9571423477684))
0241/2022;Mokk 28B;UNDERSOEKELSESRETT;PURE MINERALS AS;928309231;Godkjent;2022-04-25;2022-05-25;Kobber;5006;Steinkjer;50;Trøndelag - Trööndelage;10000000;30000;1000;5;30;POLYGON ((11.5109945114777 63.9983423457349,11.6130913077503 63.9965398313741,11.6114170518943 63.9786128623676,11.509385621118 63.9804145934702,11.5109945114777 63.9983423457349))
0238/2022;Mokk 18B;UNDERSOEKELSESRETT;PURE MINERALS AS;928309231;Godkjent;2022-04-25;2022-05-25;Kobber;5006;Steinkjer;50;Trøndelag - Trööndelage;10000000;30000;1000;5;30;POLYGON ((12.1327413445906 64.0113318009805,12.2348869017712 64.0133134476168,12.2366596192747 63.9953863027989,12.1345793330534 63.9934062227082,12.1327413445906 64.0113318009805))
0232/2022;Mokk 9B;UNDERSOEKELSESRETT;PURE MINERALS AS;928309231;Godkjent;2022-04-25;2022-05-25;Kobber,Kobolt,Sølv;5041,5006;Snåase - Snåsa,Steinkjer;50;Trøndelag - Trööndelage;10000000;30000;1000;5;30;POLYGON ((12.2366596192747 63.9953863027989,12.3387557792435 63.9972946436018,12.3404607464878 63.9793659193379,12.2384297969698 63.9774590866032,12.2366596192747 63.9953863027989))
0228/2022;Byafossen 1;UNDERSOEKELSESRETT;PURE MINERALS AS;928309231;Godkjent;2022-04-25;2022-05-25;Jern,Kobber,Kobolt;5006;Steinkjer;50;Trøndelag - Trööndelage;10000000;30000;1000;5;30;POLYGON ((11.5211402440149 64.0542619210355,11.623441121297 64.0524514991416,11.6217562079673 64.034524740033,11.5195209872828 64.0363343689173,11.5211402440149 64.0542619210355))
0229/2022;Byafossen 2;UNDERSOEKELSESRETT;PURE MINERALS AS;928309231;Godkjent;2022-04-25;2022-05-25;Jern,Kobber,Kobolt;5006;Steinkjer;50;Trøndelag - Trööndelage;10000000;30000;1000;5;30;POLYGON ((11.5207145178355 64.0722256242428,11.6230813051771 64.0704151331553,11.6213952143449 64.0524884139361,11.5190941780827 64.0542981108466,11.5207145178355 64.0722256242428))
0230/2022;Byafossen 3;UNDERSOEKELSESRETT;PURE MINERALS AS;928309231;Godkjent;2022-04-25;2022-05-25;Jern,Kobber,Kobolt;5006;Steinkjer;50;Trøndelag - Trööndelage;10000000;30000;1000;5;30;POLYGON ((11.5202880321292 64.0901887745729,11.6227208719494 64.0883787378659,11.6210340802162 64.0704520498936,11.5186670862561 64.0722612915906,11.5202880321292 64.0901887745729))
0258/2022;Rana 1;UNDERSOEKELSESRETT;Rana Nickel AS;930088188;Godkjent;2022-05-18;2022-06-15;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;7500000;22500;750;5;30;POLYGON ((17.0431022738829 68.3788844374264,17.1160094411531 68.3779767682714,17.1139248849112 68.3555697303298,17.0410894172805 68.3564763674965,17.0431022738829 68.3788844374264))
0259/2022;Rana 10;UNDERSOEKELSESRETT;Rana Nickel AS;930088188;Godkjent;2022-05-18;2022-06-15;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;5;30;POLYGON ((17.0621187723803 68.3203251309262,17.1105987906608 68.3197182808985,17.1064570132694 68.2749036427036,17.0580719649452 68.2755091171397,17.0621187723803 68.3203251309262))
0260/2022;Rana 11;UNDERSOEKELSESRETT;Rana Nickel AS;930088188;Godkjent;2022-05-18;2022-06-15;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;5;30;POLYGON ((17.0136360013165 68.3209178878224,17.0621187723803 68.3203251309262,17.0580719649452 68.2755091171397,17.0096841807864 68.2761005303197,17.0136360013165 68.3209178878224))
0261/2022;Rana 12;UNDERSOEKELSESRETT;Rana Nickel AS;930088188;Godkjent;2022-05-18;2022-06-15;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;5;30;POLYGON ((16.9651505419325 68.3214965502012,17.0136360013165 68.3209178878224,17.0096841807864 68.2761005303197,16.9612937248605 68.2766778808657,16.9651505419325 68.3214965502012))
0262/2022;Rana 13;UNDERSOEKELSESRETT;Rana Nickel AS;930088188;Godkjent;2022-05-18;2022-06-15;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;5;30;POLYGON ((16.9166624587134 68.322061116709,16.9651505419325 68.3214965502012,16.9612937248605 68.2766778808657,16.9129006612567 68.2772411674321,16.9166624587134 68.322061116709))
0263/2022;Rana 14;UNDERSOEKELSESRETT;Rana Nickel AS;930088188;Godkjent;2022-05-18;2022-06-15;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;5;30;POLYGON ((16.8681718161659 68.3226115860253,16.9166624587134 68.322061116709,16.9129006612567 68.2772411674321,16.8645050540856 68.2777903887061,16.8681718161659 68.3226115860253))
0265/2022;Rana 16;UNDERSOEKELSESRETT;Rana Nickel AS;930088188;Godkjent;2022-05-18;2022-06-15;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;5;30;POLYGON ((17.1548392617136 68.2742841084222,17.2515951028956 68.2730028661294,17.2493888315348 68.2505975637545,17.1527276159098 68.2518773550802,17.1548392617136 68.2742841084222))
0266/2022;Rana 17;UNDERSOEKELSESRETT;Rana Nickel AS;930088188;Godkjent;2022-05-18;2022-06-15;Bly,Gull,Kobber,Nikkel,Platina,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;5;30;POLYGON ((17.0580719649452 68.2755091171397,17.1548392617136 68.2742841084222,17.1527276159098 68.2518773550802,17.0560549799582 68.253100976361,17.0580719649452 68.2755091171397))
0267/2022;Rana 18;UNDERSOEKELSESRETT;Rana Nickel AS;930088188;Godkjent;2022-05-18;2022-06-15;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;5;30;POLYGON ((17.0096841807864 68.2761005303197,17.0580719649452 68.2755091171397,17.0540422565607 68.2306927463749,17.0057490588829 68.2312828210981,17.0096841807864 68.2761005303197))
0268/2022;Rana 19;UNDERSOEKELSESRETT;Rana Nickel AS;930088188;Godkjent;2022-05-18;2022-06-15;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;5;30;POLYGON ((16.9612937248605 68.2766778808657,17.0096841807864 68.2761005303197,17.0057490588829 68.2312828210981,16.9574532058552 68.2318588649464,16.9612937248605 68.2766778808657))
0269/2022;Rana 2;UNDERSOEKELSESRETT;Rana Nickel AS;930088188;Godkjent;2022-05-18;2022-06-15;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;5;30;POLYGON ((17.1160094411531 68.3779767682714,17.2132090196895 68.3767170769542,17.2110288947881 68.3543114711014,17.1139248849112 68.3555697303298,17.1160094411531 68.3779767682714))
0270/2022;Rana 20;UNDERSOEKELSESRETT;Rana Nickel AS;930088188;Godkjent;2022-05-18;2022-06-15;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;5;30;POLYGON ((16.9129006612567 68.2772411674321,16.9612937248605 68.2766778808657,16.9574532058552 68.2318588649464,16.9091547611742 68.232420876582,16.9129006612567 68.2772411674321))
0278/2022;Rana 3;UNDERSOEKELSESRETT;Rana Nickel AS;930088188;Godkjent;2022-05-18;2022-06-15;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;6000000;18000;600;5;30;POLYGON ((17.1139248849112 68.3555697303298,17.2110288947881 68.3543114711014,17.2097230412556 68.3408680626786,17.1126762754478 68.3421254640062,17.1139248849112 68.3555697303298))
0279/2022;Rana 4;UNDERSOEKELSESRETT;Rana Nickel AS;930088188;Godkjent;2022-05-18;2022-06-15;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;9750000;29250;975;5;30;POLYGON ((17.2132090196895 68.3767170769542,17.2496558268892 68.3762301201247,17.2439041208779 68.3179767873159,17.2075503111321 68.3184623071579,17.2132090196895 68.3767170769542))
0280/2022;Rana 5;UNDERSOEKELSESRETT;Rana Nickel AS;930088188;Godkjent;2022-05-18;2022-06-15;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;5;30;POLYGON ((17.1126762754478 68.3421254640062,17.2097230412556 68.3408680626786,17.2075503111321 68.3184623071579,17.1105987906608 68.3197182808985,17.1126762754478 68.3421254640062))
0281/2022;Rana 6;UNDERSOEKELSESRETT;Rana Nickel AS;930088188;Godkjent;2022-05-18;2022-06-15;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;5;30;POLYGON ((17.0156182058636 68.3433264345958,17.1126762754478 68.3421254640062,17.1105987906608 68.3197182808985,17.0136360013165 68.3209178878224,17.0156182058636 68.3433264345958))
0282/2022;Rana 7;UNDERSOEKELSESRETT;Rana Nickel AS;930088188;Godkjent;2022-05-18;2022-06-15;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;5;30;POLYGON ((17.2075503111321 68.3184623071579,17.2560216845111 68.3178131863814,17.2515951028956 68.2730028661294,17.2032186462554 68.2736505157389,17.2075503111321 68.3184623071579))
0283/2022;Rana 8;UNDERSOEKELSESRETT;Rana Nickel AS;930088188;Godkjent;2022-05-18;2022-06-15;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;5;30;POLYGON ((17.1590759917173 68.3190973391585,17.2075503111321 68.3184623071579,17.2032186462554 68.2736505157389,17.1548392617136 68.2742841084222,17.1590759917173 68.3190973391585))
0284/2022;Rana 9;UNDERSOEKELSESRETT;Rana Nickel AS;930088188;Godkjent;2022-05-18;2022-06-15;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;5;30;POLYGON ((17.1105987906608 68.3197182808985,17.1590759917173 68.3190973391585,17.1548392617136 68.2742841084222,17.1064570132694 68.2749036427036,17.1105987906608 68.3197182808985))
0287/2022;Mauken 11;UNDERSOEKELSESRETT;Runway Exploration AS;935727286;Godkjent;2022-05-21;2022-06-15;Gull,Sølv;5524;Målselv;55;Troms - Romsa - Tromssa;5000000;15000;500;5;30;POLYGON ((18.7979073830274 69.0633477575402,18.8480138778262 69.0639838705726,18.8502096632806 69.0415836287893,18.8001542681517 69.0409479970979,18.7979073830274 69.0633477575402))
0288/2022;Mauken 12;UNDERSOEKELSESRETT;Runway Exploration AS;935727286;Godkjent;2022-05-21;2022-06-15;Gull,Sølv;5524;Målselv;55;Troms - Romsa - Tromssa;5000000;15000;500;5;30;POLYGON ((18.8480138254046 69.0639851179082,18.8981228154682 69.0646066459156,18.9002677378558 69.0422059428521,18.8502098561067 69.0415848792043,18.8480138254046 69.0639851179082))
0289/2022;Mauken 13;UNDERSOEKELSESRETT;Runway Exploration AS;935727286;Godkjent;2022-05-21;2022-06-15;Gull,Sølv;5524;Målselv;55;Troms - Romsa - Tromssa;10000000;30000;1000;5;30;POLYGON ((18.8981228154682 69.0646066459156,18.9482342252615 69.0652136043648,18.9524187738409 69.0204112545634,18.9024094859263 69.01980518945,18.8981228154682 69.0646066459156))
0290/2022;Mauken 14;UNDERSOEKELSESRETT;Runway Exploration AS;935727286;Godkjent;2022-05-21;2022-06-15;Gull,Sølv;5524;Målselv;55;Troms - Romsa - Tromssa;10000000;30000;1000;5;30;POLYGON ((18.9482342252615 69.0652136043648,18.9983479904263 69.065805918963,19.0024304966294 69.0210027110329,18.9524188697153 69.0204112557113,18.9482342252615 69.0652136043648))
0294/2022;Mauken 18;UNDERSOEKELSESRETT;Runway Exploration AS;935727286;Godkjent;2022-05-21;2022-06-15;Gull,Sølv;5524;Målselv;55;Troms - Romsa - Tromssa;5000000;15000;500;5;30;POLYGON ((19.0024305163583 69.0210032821657,19.0524444633295 69.0215795528001,19.0544275302038 68.9991774337554,19.0044644934052 68.9986015730811,19.0024305163583 69.0210032821657))
0301/2022;Mauken 7;UNDERSOEKELSESRETT;Runway Exploration AS;935727286;Godkjent;2022-05-21;2022-06-15;Gull,Sølv;5524;Målselv;55;Troms - Romsa - Tromssa;10000000;30000;1000;5;30;POLYGON ((18.6929868425471 69.106826500224,18.7431905547576 69.1074935682452,18.7478031887452 69.0626952876031,18.6977019750459 69.0620292564706,18.6929868425471 69.106826500224))
0302/2022;Mauken 8;UNDERSOEKELSESRETT;Runway Exploration AS;935727286;Godkjent;2022-05-21;2022-06-15;Gull,Sølv;5524;Målselv;55;Troms - Romsa - Tromssa;10000000;30000;1000;5;30;POLYGON ((18.7431908349418 69.1074935719269,18.7933972146446 69.1081459129862,18.7979070515365 69.0633466260483,18.7478031887452 69.0626952876031,18.7431908349418 69.1074935719269))
0303/2022;Mauken 9;UNDERSOEKELSESRETT;Runway Exploration AS;935727286;Godkjent;2022-05-21;2022-06-15;Gull,Sølv;5524;Målselv;55;Troms - Romsa - Tromssa;10000000;30000;1000;5;30;POLYGON ((18.7933969724183 69.1081470371036,18.8436059378608 69.1087847720401,18.8480138136939 69.0639845238971,18.7979073830275 69.0633477575402,18.7933969724183 69.1081470371036))
0404/2022;Misvær Sør 1;UNDERSOEKELSESRETT;Plethora Exploration Corp.;932004437;Godkjent;2022-06-07;2022-10-19;Gull,Kobber,Kobolt,Nikkel,Sink,Sølv;1804;Bodø;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;9000000;27000;900;5;30;POLYGON ((15.0631316340918 67.1563847465538,15.1323800589587 67.1563424335522,15.1322327902438 67.1294316604064,15.0630614019117 67.1294739181122,15.0631316340918 67.1563847465538))
0405/2022;Misvær Sør 2;UNDERSOEKELSESRETT;Plethora Exploration Corp.;932004437;Godkjent;2022-06-07;2022-10-19;Gull,Kobber,Kobolt,Nikkel,Sink,Sølv;1804;Bodø;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;9000000;27000;900;5;30;POLYGON ((14.9938866019872 67.1423137551899,15.063094858016 67.1423014244046,15.0630247148538 67.1153905481115,14.9938933983162 67.1154028627903,14.9938866019872 67.1423137551899))
0309/2022;FENS BUKTA 5;UNDERSOEKELSESRETT;REE EXPLORATION AS;926114174;Godkjent;2022-06-15;2022-06-21;Thorium;4018;Nome;40;Telemark;3878673,6;11640;388;5;30;POLYGON ((9.22300269747291 59.2849201701254,9.26678119903535 59.2848378400023,9.26666541318539 59.2709096428198,9.22291165455344 59.2709918947184,9.22300269747291 59.2849201701254))
0346/2022;Kongens 3;UNDERSOEKELSESRETT;Capella Minerals Norway AS;922060843;Godkjent;2022-06-27;2022-07-19;Bly,Gull,Kobber,Kobolt,Sink,Sølv;5025;Rosse - Røros;50;Trøndelag - Trööndelage;8000000;24000;800;5;30;POLYGON ((11.3029313138118 62.6595061710926,11.3419194223642 62.6588601707045,11.3390894586003 62.6229962959653,11.300148450431 62.6236418483944,11.3029313138118 62.6595061710926))
0347/2022;Kongens 4;UNDERSOEKELSESRETT;Capella Minerals Norway AS;922060843;Godkjent;2022-06-27;2022-07-19;Bly,Gull,Kobber,Kobolt,Sink,Sølv;5025;Rosse - Røros;50;Trøndelag - Trööndelage;9000000;27000;900;5;30;POLYGON ((11.2444466816965 62.6604548676489,11.3029313138118 62.6595061710926,11.3008435398661 62.6326079457093,11.2424119222392 62.6335561611553,11.2444466816965 62.6604548676489))
0348/2022;Kongens 5;UNDERSOEKELSESRETT;Capella Minerals Norway AS;922060843;Godkjent;2022-06-27;2022-07-19;Bly,Gull,Kobber,Kobolt,Sink,Sølv;5025;Rosse - Røros;50;Trøndelag - Trööndelage;6000000;18000;600;5;30;POLYGON ((11.2054553265064 62.6610737800998,11.2444466816965 62.6604548676489,11.2424118399048 62.6335561624742,11.2034558332135 62.6341747696545,11.2054553265064 62.6610737800998))
0388/2022;Porsanger-F;UNDERSOEKELSESRETT;KINGSROSE FINNMARK AS;932589397;Godkjent;2022-07-08;2022-07-22;Gull,Kobber,Kobolt,Nikkel,Platina,Sølv;5622;Porsanger - Porsáŋgu - Porsanki;56;Finnmark - Finnmárku - Finmarkku;10000000;30000;1000;5;30;POLYGON ((24.9703665820276 69.9895701808917,25.1009933413441 69.9910115459776,25.1026198314761 69.9731181420792,24.972105341976 69.9716771945394,24.9703665820276 69.9895701808917))
0389/2022;Porsanger-G;UNDERSOEKELSESRETT;KINGSROSE FINNMARK AS;932589397;Godkjent;2022-07-08;2022-07-22;Gull,Kobber,Kobolt,Nikkel,Platina,Sølv;5622;Porsanger - Porsáŋgu - Porsanki;56;Finnmark - Finnmárku - Finmarkku;1331600;4020;134;5;30;POLYGON ((24.9429189455143 70.0026898692651,24.9690596592226 70.002989918182,24.9702191082071 69.9910771578,24.9440933656442 69.9907771722939,24.9429189455143 70.0026898692651))
0390/2022;Porsanger-H;UNDERSOEKELSESRETT;KINGSROSE FINNMARK AS;932589397;Godkjent;2022-07-08;2022-07-22;Gull,Kobber,Kobolt,Nikkel,Platina,Sølv;5622;Porsanger - Porsáŋgu - Porsanki;56;Finnmark - Finnmárku - Finmarkku;3000000;9000;300;5;30;POLYGON ((25.0218559186325 69.9991058984428,25.1002671184812 69.9999597547913,25.1010815114411 69.9910130486725,25.0227040409538 69.9901593127474,25.0218559186325 69.9991058984428))
0394/2022;Malm 1;UNDERSOEKELSESRETT;OCEAN FLOWER AS;923241647;Godkjent;2022-08-28;2022-09-07;Kobber,Kobolt;5006;Steinkjer;50;Trøndelag - Trööndelage;10000000;30000;1000;5;30;POLYGON ((11.1102834333959 64.0815674749016,11.2127007050208 64.0800457599891,11.2112777295101 64.0621162129295,11.1089263179833 64.0636373615309,11.1102834333959 64.0815674749016))
0395/2022;Malm 3;UNDERSOEKELSESRETT;OCEAN FLOWER AS;923241647;Godkjent;2022-08-28;2022-09-07;Kobber,Kobolt;5006;Steinkjer;50;Trøndelag - Trööndelage;10000000;30000;1000;5;30;POLYGON ((11.108926340613 64.0636373609779,11.211277806378 64.0621168963002,11.209856914984 64.0441873021854,11.1075712150347 64.0457072025439,11.108926340613 64.0636373609779))
0396/2022;Malm 2;UNDERSOEKELSESRETT;OCEAN FLOWER AS;923241647;Godkjent;2022-08-28;2022-09-07;Kobber,Kobolt;5006;Steinkjer;50;Trøndelag - Trööndelage;10000000;30000;1000;5;30;POLYGON ((11.0066308611021 64.0659823088834,11.1089941412952 64.0645338680546,11.1076388598069 64.0466037126931,11.0053413705595 64.0480516460369,11.0066308611021 64.0659823088834))
0406/2022;Svenby 1;UNDERSOEKELSESRETT;Kuniko Norge AS;927303663;Godkjent;2022-10-09;2022-10-25;Gull,Kobber,Kobolt,Nikkel,Platina;3305;Ringerike;33;Buskerud;1000000;3000;100;5;30;POLYGON ((10.0395279902849 60.0633381637185,10.0574876071024 60.0631957773379,10.0572004191556 60.0542181248843,10.0392456775752 60.0543604599486,10.0395279902849 60.0633381637185))
0439/2022;Lille-Leiden 1;UNDERSOEKELSESRETT;Plethora Exploration Corp.;932004437;Godkjent;2022-11-03;2022-11-14;Gull,Kobber,Kobolt,Nikkel,Platina;1839;Beiarn;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;9000000;27000;900;5;30;POLYGON ((14.6464736648857 66.9945854651884,14.7152609990965 66.9947234371422,14.7155752851625 66.9678123739408,14.6468638728014 66.9676745813028,14.6464736648857 66.9945854651884))
0480/2022;Vågå 8;UNDERSOEKELSESRETT;Kuniko Norge AS;927303663;Godkjent;2022-11-07;2022-11-21;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;3434,3435;Lom,Vågå;34;Innlandet - Sisdajve;8019706,75;24060;802;5;30;POLYGON ((8.96202961489113 61.8278204490907,8.99999999999996 61.8278256933329,8.99999999999999 61.7919183722098,8.96207392020599 61.7919131358184,8.96202961489113 61.8278204490907))
0481/2022;Vågå 9;UNDERSOEKELSESRETT;Kuniko Norge AS;927303663;Godkjent;2022-11-07;2022-11-21;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;3434,3435;Lom,Vågå;34;Innlandet - Sisdajve;8019954,15;24060;802;5;30;POLYGON ((8.92405925942257 61.8278047163722,8.96202961489111 61.8278204490908,8.96207392020597 61.7919131358184,8.9241478699401 61.7918974266521,8.92405925942257 61.8278047163722))
0127/2023;Gisna 1;UNDERSOEKELSESRETT;GISNA GOLD AS;929456505;Godkjent;2023-01-02;2023-03-02;Gull,Kobber,Platina;5021,5022;Oppdal,Rennebu;50;Trøndelag - Trööndelage;3998735,43;12000;400;4;30;POLYGON ((9.78370692685716 62.7412315449777,9.82280244690448 62.7410080582591,9.82230367412373 62.7230765999714,9.78323184724822 62.7232999157716,9.78370692685716 62.7412315449777))
